Escuela;Nombre Carrera;URL Carrera;FOTO_URL
Gastronom�a, Hoteler�a y Turismo;T�CNICO EN TURISMO;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=159&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/5.%20GASTRONOMI%CC%81A,%20HOTELERI%CC%81A%20Y%20TURISMO/tecnico-en-turismo.jpg?updatedAt=1738199210424
Ingenier�as, Energ�as y Tecnolog�as;CONSTRUCCI�N CIVIL;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=12&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/construccion-civil.jpg?updatedAt=1738194520142
Ingenier�as, Energ�as y Tecnolog�as;INGENIER�A EJECUCI�N INFORM�TICA MENCI�N DESARROLLO SISTEMAS;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=34&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;"
"
Ingenier�as, Energ�as y Tecnolog�as;INGENIER�A EN AUTOMATIZACION Y CONTROL INDUSTRIAL;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=158&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/ingenieria-en-automatizacion-y-control-industrial.jpg?updatedAt=1738194522254
Ingenier�as, Energ�as y Tecnolog�as;INGENIER�A EN CIBERSEGURIDAD;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=134&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/ingenieria-en-ciberseguridad.jpg?updatedAt=1738194520356
Ingenier�as, Energ�as y Tecnolog�as;INGENIER�A EN DATA SCIENCE;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=127&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/ingenieria-en-data-science.jpg?updatedAt=1738194521811
Ingenier�as, Energ�as y Tecnolog�as;INGENIER�A EN ELECTRICIDAD Y ENERG�AS RENOVABLES;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=136&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/ingenieria-en-electricidad-y-energias-renovables.jpg?updatedAt=1738194520174
Ingenier�as, Energ�as y Tecnolog�as;INGENIER�A EN INFORMATICA;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=150&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/ingenieria-en-informatica.jpg?updatedAt=1738194522148
Ingenier�as, Energ�as y Tecnolog�as;INGENIER�A EN INFRAESTRUCTURA Y SEGURIDAD DE REDES;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=39&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/ingenieria-en-infraestructura-y-seguridad-de-redes.jpg?updatedAt=1738194521828
Ingenier�as, Energ�as y Tecnolog�as;INGENIER�A EN MECANICA AUTOMOTRIZ Y AUTOTR�NICA;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=133&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/ingenieria-en-mecanica-automotriz-y-autotronica.jpg?updatedAt=1738194520549
Ingenier�as, Energ�as y Tecnolog�as;INGENIER�A EN MINAS;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=40&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/ingenieria-en-minas.jpg?updatedAt=1738194522445
Ingenier�as, Energ�as y Tecnolog�as;INGENIER�A EN PREVENCION DE RIESGOS;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=41&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/ingenieria-en-prevencion-de-riesgos.jpg?updatedAt=1738194520345
Ingenier�as, Energ�as y Tecnolog�as;INGENIER�A INDUSTRIAL;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=148&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/ingenieria-industrial.jpg?updatedAt=1738194524485
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO DESARROLLO APLICACIONES MOVILES;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=154&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;"
"
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO DESARROLLO REALIDAD VIRTUAL Y AUMENTADA;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=118&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-realidad-virtual-y-aumentada.jpg?updatedAt=1738194528762
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO EDIFICACION SUSTENTABLE;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=135&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/3.%20DESARROLLO%20SOCIAL%20Y%20EDUCACIO%CC%81N/tecnico-en-administracion-publica.jpg?updatedAt=1738198961935
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO EN ANALISIS DE DATOS;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=138&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-analisis-de-datos.jpg?updatedAt=1738194523584
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO EN AUTOMATIZACION Y CONTROL INDUSTRIAL;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=125&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-automatizacion-y-control-industrial.jpg?updatedAt=1738194524422
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO EN CIBERSEGURIDAD;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=153&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-ciberseguridad.jpg?updatedAt=1738194524188
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO EN CONECTIVIDAD Y SEGURIDAD DE REDES;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=161&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-conectividad-y-seguridad-de-redes.jpg?updatedAt=1738194524427
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO EN CONSTRUCCI�N;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=74&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-construccion.jpg?updatedAt=1738194525238
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO EN DIBUJO DE ARQUITECTURA Y OBRAS CIVILES;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=17&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-dibujo-de-arquitectura-y-obras-civiles.jpg?updatedAt=1738194525393
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO EN ELECTRICIDAD Y ELECTR�NICA;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=77&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-dibujo-de-arquitectura-y-obras-civiles.jpg?updatedAt=1738194525393
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO EN ELECTRICIDAD Y ENERG�AS RENOVABLES;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=156&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-electricidad-y-energias-renovables.jpg?updatedAt=1738194524789
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO EN FABRICACI�N ADITIVA;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=146&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/1.%20ARTES%20E%20INDUSTRIAS%20CREATIVAS/teatro.jpg?updatedAt=1738193910199
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO EN GESTION DE PROCESOS MINEROS;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=157&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-gestion-de-procesos-mineros.jpg?updatedAt=1738194526091
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO EN GESTION INDUSTRIAL;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=147&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-gestion-industrial.jpg?updatedAt=1738194526570
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO EN MANTENIMIENTO EL�CTRICO INDUSTRIAL;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=141&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-mantenimiento-electrico-industrial.jpg?updatedAt=1738194526963
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO EN MANTENIMIENTO ELECTROMEC�NICO EN MAQUINARIA PESADA;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=142&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-mantenimiento-electromecanico-en-maquinaria-pesada.jpg?updatedAt=1738194527490
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO EN MANTENIMIENTO INDUSTRIAL;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=131&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-mantenimiento-industrial.jpg?updatedAt=1738194527432
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO EN MANTENIMIENTO MECANICO MINERO;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=162&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-mantenimiento-mecanico-minero.jpg?updatedAt=1738194527651
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO EN MECANICA AUTOMOTRIZ EN MAQUINARIA PESADA;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=115&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-mecanica-automotriz-en-maquinaria-pesada.jpg?updatedAt=1738194526977
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO EN MECANICA AUTOMOTRIZ Y AUTOTR�NICA;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=96&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/ingenieria-en-mecanica-automotriz-y-autotronica.jpg?updatedAt=1738194520549
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO EN MINERIA;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=97&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-mineria.jpg?updatedAt=1738194527861
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO EN PREVENCION DE RIESGOS;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=113&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-prevencion-de-riesgos.jpg?updatedAt=1738194528222
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=54&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-programacion-y-analisis-de-sistemas.jpg?updatedAt=1738194528595
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO EN REALIDAD VIRTUAL Y AUMENTADA;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=145&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-realidad-virtual-y-aumentada.jpg?updatedAt=1738194528762
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO EN TOPOGRAFIA;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=111&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-topografia.jpg?updatedAt=1738194528606
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO GESTION OPERACIONES MIN.;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=168&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/6.%20ADMINISTRACIO%CC%81N%20Y%20GESTIO%CC%81N%20EMPRESARIAL/ingenieria-en-gestion-de-operaciones-logisticas.jpg?updatedAt=1738199310421
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO INSTALACION Y MANTENIMIENTO REDES;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=91&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-mantenimiento-industrial.jpg?updatedAt=1738194527432
Ingenier�as, Energ�as y Tecnolog�as;T�CNICO MANTENIMIENTO MECANICO;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=116&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-mantenimiento-mecanico-minero.jpg?updatedAt=1738194527651
Salud y Deportes;LABORATORISTA DENTAL;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=44&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/laboratorista-dental.jpg?updatedAt=1738199721964
Salud & Deportes;PERSONAL TRAINER;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=46&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/personal-trainer.jpg?updatedAt=1738199721850
Salud & Deportes;PODOLOGIA CLINICA;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=49&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/podologia-clinica.jpg?updatedAt=1738199721826
Salud & Deportes;T�CNICO DEPORTIVO;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=65&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/tecnico-deportivo.jpg?updatedAt=1738199721602
Salud & Deportes;T�CNICO EN ENFERMER�A;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=78&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/tecnico-en-enfermeria.jpg?updatedAt=1738199721941
Salud & Deportes;T�CNICO EN ENFERMER�A E INSTRUMENTACION QUIRURGICA;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=86&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/tecnico-en-enfermeria-e-instrumentacion-quirurgica.jpg?updatedAt=1738199721841
Salud & Deportes;T�CNICO EN ENFERMER�A MENCION ANESTESIOLOG�A;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=81&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/tecnico-en-enfermeria-mencion-anestesiologia.jpg?updatedAt=1738199722305
Salud & Deportes;T�CNICO EN ENFERMER�A MENCION ONCOLOG�A;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=80&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/tecnico-en-enfermeria-mencion-oncologia.jpg?updatedAt=1738199721845
Salud & Deportes;T�CNICO EN ENFERMER�A MENCION SALUD MENTAL;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=88&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/tecnico-en-enfermeria-mencion-salud-mental.jpg?updatedAt=1738199721982
Salud & Deportes;T�CNICO EN FARMACIA;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=155&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/tecnico-en-farmacia.jpg?updatedAt=1738199721801
Salud & Deportes;T�CNICO EN IMAGENOLOGIA;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=90&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/tecnico-en-imagenologia.jpg?updatedAt=1738199723533
Salud & Deportes;T�CNICO EN LABORATORIO CLINICO Y BANCO DE SANGRE;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=92&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/tecnico-en-laboratorio-clinico-y-banco-de-sagre.jpg?updatedAt=1738199723651
Salud & Deportes;T�CNICO EN ODONTOLOGIA;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=99&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/tecnico-en-odontologia.jpg?updatedAt=1738199723384
Salud & Deportes;T�CNICO ENFERMER�A MENCION GERIATRIA;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=82&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/tecnico-en-enfermeria-mencion-oncologia.jpg?updatedAt=1738199721845
Salud & Deportes;T�CNICO ENFERMER�A MENCION GINECOBSTETRICIA;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=79&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/tecnico-en-enfermeria-mencion-anestesiologia.jpg?updatedAt=1738199722305
Salud & Deportes;T�CNICO ENFERMER�A MENCION PEDIATRIA;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=83&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/tecnico-en-enfermeria-mencion-oncologia.jpg?updatedAt=1738199721845
